Company Name,Website,Company LinkedIn,Unnamed: 3,Unnamed: 4,Company Description,Meta Description,Meta Title,Industries,Location,Hiring,Company Size,Contact Email,Last Funding Type,Last Funding Date,Last Funding Amount,Total Funding Amount,Revenue,IT Spend,Downloads,Tech Changes,Monthly Visits,Investor,Research Notes
SalesTalk,https://salestalk.ai,https://www.linkedin.com/company/salestalk-technologies,,,,,Error: Could not fetch,"Artificial Intelligence (AI), CRM, Information Technology, Sales Automation, Software","Scottsdale, Arizona, United States",,,,,,,,,,,,,,
Salesably,https://www.salesably.ai,https://www.linkedin.com/company/salesably,,,,AI-powered Practice Studios that build sales differentiation through practice. Transform generic reps into distinctive voices that win.,Salesably - Train What Matters. Automate the Rest.,"Artificial Intelligence (AI), Sales, Sales Enablement, Simulation",—,,,,,,,,,,,,,,
Salesapps,http://www.salesapps.io,https://www.linkedin.com/company/salesapps-sas/,,,,,Error: Could not fetch,"Mobile Apps, Sales, Sales Enablement","Paris, Ile-de-France, France",,,,,,,,,,,,,,
Salesbot,https://salesbot.io,https://www.linkedin.com/company/salesbot-io,,,,,Home - Salesbot,"Artificial Intelligence (AI), Lead Generation, Software",—,,,,,,,,,,,,,,
Salesbox,https://salesbox.ai,https://www.linkedin.com/company/salesboxai,,,,"Revolutionize how your business creates, manages, and converts pipeline into revenue. Salesbox’s AI-powered ABM platform uncovers actionable signals, drives high-quality pipeline, and provides your revenue team with the data and visibility needed to succeed.",Salesbox: AI-Powered Account-Based Marketing Solutions,,,,,,,,,,,,,,,,
Salesbuildr,https://www.salesbuildr.com,https://www.linkedin.com/company/salesbuildr,,,,,Error: Could not fetch,"Information Technology, SaaS, Sales, Sales Automation, Software","Amsterdam, Noord-Holland, The Netherlands",,,,,,,,,,,,,,
Salescamp,https://www.salescamp.app,https://www.linkedin.com/company/salescamp/,,,,"Salescamp offers cloud base sales CRM software solution to manage sales reporting, management, marketing, improve customer relationships and more. Get the best free CRM system for your business.",Cloud Base Sales CRM | Free CRM Software Solution - Salescamp,"CRM, Information Technology, Sales Automation, Software","Mumbai, Maharashtra, India",,,,,,,,,,,,,,
Salesfinity,https://salesfinity.ai,https://www.linkedin.com/company/salesfinity-co,,,,"#1 AI Parallel Dialer and a Salesfloor for B2B SaaS SDRs and AEs. Supercharge your pipeline with AI Dialer, Waterfall Enrichment, and automated follow-ups. Book 2.7x more meetings without an extra headcount.",#1 AI Parallel Dialer and a Salesfloor | Salesfinity AI,"B2B, SaaS, Sales, Sales Automation, Software","San Francisco, California, United States",,,,,,,,,,,,,,
Salesflow,https://salesflow.io,https://www.linkedin.com/company/salesflowplatform/,,,,"Salesflow is a Social automation tool for outbound outreach and prospecting. Send social connect message, InMails and more.",Salesflow - Social & Email Outreach Software for Lead Generation,"B2B, SaaS, Sales Automation, Software","London, England, United Kingdom",,,,,,,,,,,,,,
Salesforce,https://www.salesforce.com,https://www.linkedin.com/company/salesforce,,,,"Personalise every experience along the customer journey with the Customer 360. Unify marketing, sales, service, commerce, and IT on the world's #1 CRM.",Salesforce: The Customer Company | Salesforce,"Artificial Intelligence (AI), Cloud Computing, CRM, SaaS, Sales Enablement, Software","San Francisco, California, United States",,,,,,,,,,,,,,
Sakesforge,https://www.salesforge.ai/,https://www.linkedin.com/company/salesforgeai,,,,,,,,,,,,,,,,,,,,,
Salesgasm,https://www.salesgasm.com,https://www.linkedin.com/company/salesgasm,,,,"Launch outreach with unlimited mailboxes & LinkedIn senders or let our AI SDR, Agent Frank, handle that for you.","Salesforge | Forge Pipeline With Unlimited LinkedIn, Email & AI SDR Outreach","Sales, Sales Automation, Software","Tallinn, Harjumaa, Estonia",,,,,,,,,,,,,,
Salesgasm,https://www.saleshandy.com,https://www.linkedin.com/company/saleshandy,,,,"Discover Salesgasm’s global marketing conferences and expos. Join CMOs, agencies, and marketers across Australia, Singapore, Thailand, Malaysia, Indonesia, and the Philippines. Explore AI in marketing, digital transformation, and martech networking.",Marketing Conference & Expo | Intrigue Summit | Salesgasm,"Event Management, Events, Local Business, Sales Enablement","Singapore, Central Region, Singapore",,,,,,,,,,,,,,
Salesloft,http://salesloft.com,https://www.linkedin.com/company/salesloft,,,,"The best cold email outreach software to generate more leads. Automate your outreach with unlimited email accounts, high deliverability, and better open and reply rates.",Cold Email Software - Saleshandy,"Information Technology, SaaS","Ahmedabad, Gujarat, India",,,,,,,,,,,,,,
Salesmotion,https://salesmotion.io/,https://www.linkedin.com/company/salesmotion,,,,"Salesmotion monitors accounts 24/7 across 1,000+ data sources to give B2B sales teams exactly what they need win without the manual research.",🔵 Salesmotion - Account Intelligence for B2B Sales Teams,"AI, Account Intelligence, B2B Sales, Software","London, United Kingdom",,,,,,,,,,,,,,No public API found for builders
Salestrekker,https://www.salestrekker.com,,,,,SalesRobot is among the best cloud-based sales Outreach Tools that allow users to run multiple automated cold outreach campaigns on LinkedIn and Email.,#1 Sales Engagement Tool For Cold Outreach | SalesRobot,,,,,,,,,,,,,,,,
Salesrobot,https://www.salesrobot.co/,https://www.linkedin.com/company/salesrobot,,,,,,,,,,,,,,,,,,,,,
Scalelist,https://scalelist.com,https://www.linkedin.com/company/scalelist,,,,,Error: Could not fetch,,,,,,,,,,,,,,,,
Scaura,https://scaura.com,https://www.linkedin.com/company/scaura-salesenablement/,,,,,Home | Scaura | Sales Enablement software for Sales Teams and Resellers,"B2B, Sales Automation, Software","Amsterdam, Noord-Holland, The Netherlands",,,,,,,,,,,,,,
Seam,https://getseam.ai,https://www.linkedin.com/company/seamai,,,,Hyper personalized emails with ease. Scout brings all your prospects and emails into one powerful view.,Scout | Best All-In-One Sales Prospecting Platform,,,,,,,,,,,,,,,,
Scrab,https://scrab.in,https://www.linkedin.com/company/scrab.in,,,,Scrab.in is the leading automation tool for LinkedIn 🚀 Start using Scrab.in and generate leads for your B2B business.,ScrabIn: best LinkedIn Lead Generation Tool,,,,,,,,,,,,,,,,
Seamless.AI,https://seamless.ai/,https://www.linkedin.com/company/seamlessai,,,,"The #1 rated sales lead AI software for businesses to do B2B direct dials, mobile numbers, and find emails. Join 500,000+ Sales Execs and sign up for the platform today.",Seamless.AI - Best AI Sales Software & Business Leads Platform,"Artificial Intelligence (AI), Information Technology, Lead Generation, Machine Learning, Sales Automation, Software","Dublin, Ohio, United States",,,,,,,,,,,,,,
Seismic,https://www.seismic.com/,https://www.linkedin.com/company/seismic,,,,"Learn how Seismic’s AI-powered enablement, training, and coaching solution enables sales and marketing teams to engage buyers and grow revenue",#1 Global Sales Enablement Platform | Seismic,,,,,,,,,,,,,,,,
SellMeThisPen,https://www.sellmethispen.ai,https://www.linkedin.com/company/sellmethispensoftware,,,,"Get well-prepared for sales conversations and win more deals with realistic AI roleplay, real-time assistance, and effortless CRM updates. START FOR FREE. Let sell me this pen help you run better cold and discovery calls.",SellMeThisPen - AI Sales Role-Play and Real-Time Assistant,,,,,,,,,,,,,,,,
Sellible.ai,https://www.sellible.ai,https://www.linkedin.com/company/sellible-ai,,,,"AI Sales Role-Play that mirrors real prospects with 90%+ accuracy. Practice SPIN, MEDDPICC, objection handling and more - all in a safe, judgment-free space.",Sellible: Ramp Sales Reps 50% Faster with AI Role-Play,"Artificial Intelligence (AI), Sales, Sales Enablement","New York, New York, United States",,,,,,,,,,,,,,
Sellify AI,https://sellifyai.com,https://www.linkedin.com/company/sellifyai,,,,"Transform your sales process with AI-powered automation. Increase conversions, streamline workflows, and grow your business with Sellify.",,"Artificial Intelligence (AI), Information Technology, Sales Automation, Software","Logan, Utah, United States",,,,,,,,,,,,,,
ServiceBell,https://rep.ai,https://www.linkedin.com/company/repdotai/,,,,"Meet the first AI Sales Rep, Rep.ai. Engage site visitors with video- and voice-ready AI Live Chat and uncover hot prospects with AI Intent.","Rep.ai I Live Video Chat, AI Chat",,,,,,,,,,,,,,,,
Show,https://getshow.io,linkedin.com/showcase/show-by-animaker/,,,,"SetSail is a sales data platform that automates sales activity capture, provides revenue intelligence, and improves sales performance to drive more revenue.",RevOps Software | Sales Activity Tracking | SetSail,,,,,,,,,,,,,,,,
Showell,http://www.showell.com,https://www.linkedin.com/company/showell,,,,"All-in-one AI platform that turns your video and email engagement into revenue. Generate leads, increase engagement, and drive conversions effortlessly.",Show by Animaker - An AI-Powered Email Marketing Tool,,,,,,,,,,,,,,,,
Signals,https://www.signifycrm.com,linkedin.com/company/signifycrm,,,,"Scale your business with AI-powered Cloud Employees. Automate lead generation, customer support, and recruiting with intelligent AI agents that work 24/7. Boost efficiency, reduce costs, and never miss an opportunity.","Signals - AI-Powered Cloud Employees for Business Automation | Lead
      Response, Customer Support & Recruiting",,,,,,,,,,,,,,,,
SkyGeni,http://www.skygeni.com,https://www.linkedin.com/company/skygeni,,,,"SkyGeni is the modern way to apply AI to build and progress the right pipeline, optimize performance in real-time and drive sustainable growth. Set your revenue growth journey on auto-pilot.",SkyGeni | AI for predictable revenue growth acceleration,"Artificial Intelligence (AI), B2B, Machine Learning, Sales Automation, Software","San Jose, California, United States",,,,,,,,,,,,,,
SkyLead,https://skylead.io,https://www.linkedin.com/company/skyleadio/,,,,Skylead is your one-stop-shop sales engagement tool that helps you find & outreach leads using the power of sequences & personalization.,Skylead - Multichannel Sales Engagement Tool,"Information Technology, Sales Automation, Software",—,,,,,,,,,,,,,,
Smartlead,https://smartlead.ai,https://www.linkedin.com/company/smartlead-ai,,,,Land in the primary inbox with Smartlead's cold email tool. Scale outreach with unlimited mailboxes & AI warmups. Start free trial.,Cold Email Outreach Tool | Premium Deliverability Designed for Outbound,,,,,,,,,,,,,,,,
Snovio,https://snov.io,linkedin.com/company/snovio,,,,"Identify, enrich, and engage with visitors the moment they show interest—no more guessing who’s browsing. Turn passive website traffic into hot leads.",Snitcher — Uncover your hidden website visitors,,,,,,,,,,,,,,,,
SoloFire,http://www.solofire.com,https://www.linkedin.com/company/solofireapp,,,,,Error: Could not fetch,"Computer, Sales Enablement, Software, Training","Lehi, Utah, United States",,,,,,,,,,,,,,
Spara,https://spara.co,https://www.linkedin.com/company/getspara,,,,"Enterprise-grade chat, email, and voice AI to instantly engage, qualify, & convert leads to revenue.",The GTM AI Agent Platform – Spara,"Artificial Intelligence (AI), Lead Generation, Sales Automation, Software","New York, New York, United States",,,,,,,,,,,,,,
Sparkbase,https://sparkbase.ai,https://www.linkedin.com/company/sparkbaseai,,,,"Discover AI sales magic with Sparkbase. We combine B2B data with real-time signals from the web, news, and social media to help companies accelerate revenue growth with personalized outreach at scale.",Sparkbase.ai - Discover AI Sales Magic,"Artificial Intelligence (AI), Sales Automation, Software","Amsterdam, Noord-Holland, The Netherlands",,,,,,,,,,,,,,
Sparkle,https://sparkle.io/,https://www.linkedin.com/company/sparkleio/,,,,"Reach inboxes, get responses, and grow your business with a smart outreach tool that scales personalization and builds verified email lists for you.",Sparkle | End to End Sales Management Software,"Sales, Sales Automation, Sales Enablement","Sheridan, Wyoming, United States",,,,,,,,,,,,,,
Spekit,https://www.spekit.com/,https://www.linkedin.com/company/spekit,,,,"Discover the only AI-powered sales enablement platform that surfaces personalized answers, content, and training where your reps work. Trusted by thousands.",Spekit | The Leading AI Sales Enablement Platform | AI-Powered Sales Enablement Tool,,,,,,,,,,,,,,,,
Spiff,spiff.com,,,,,Spiff is the leading sales commission software and commission tracker automating manual commission calculations and motivating sales teams.,Sales Commission Software & Commission Tracker | Spiff,,,,,,,,,,,,,,,,
Spiky,spiky.ai,https://www.linkedin.com/company/spiky-ai,,,,"Spiky.ai delivers real-time coaching, CRM sync, and multilingual AI insights to boost sales performance and streamline meetings.",Spiky.ai | Real-Time AI Sales Coaching & Meeting Intelligence,,,,,,,,,,,,,,,,
Super Send,https://supersend.io,https://www.linkedin.com/company/supersend-io,,,,"Automate cold outreach across linkedin, twitter, and email.",SuperSend,,,,,,,,,,,,,,,,
Surfe,https://www.surfe.com,https://www.linkedin.com/company/surfe,,,,,Find and enrich your next ideal customer - SURFE,"Apps, Internet, SaaS, Sales Automation, Software","Paris, Ile-de-France, France",,,,,,,,,,,,,,
Syft Data,https://www.syftdata.com,https://www.linkedin.com/company/syft-data,,,,"Identify prospects who are signaling purchase intent on your website in real time, engage them with personalized outreach at scale, and book more meetings.",Syft | Identify high-intent prospects from inbound,"B2B, Browser Extensions, Information Technology, Lead Generation, Software","Culver City, California, United States",,,,,,,,,,,,,,
Symbo,https://symbo.ai,https://www.linkedin.com/company/gosymbo,,,,"Boost your prospecting activity, automate repetitive tasks, and maintain sales velocity with our Sales Engagement platform.",Symbo - Sales Engagement Essentials Platform,"Sales Automation, Software","Lehi, Utah, United States",,,,,,,,,,,,,,
TAPP! Global,https://www.tappglobal.app,https://www.linkedin.com/company/tappglobalapp,,,,"Optimize your sales process with TAPP!'s AI-powered Leads Management. Automate lead entry, gain actionable buyer insights, and improve conversion rates",AI-Powered Leads Management for SMBs | TAPP! Global,"Productivity Tools, Sales Automation, Sales Enablement","Singapore, Central Region, Singapore",,,,,,,,,,,,,,
TeamStreamz,https://streamz.ai,https://www.linkedin.com/company/streamz-ai,,,,,Streamz AI | Sales Readiness and Enablement Platform,"SaaS, Sales Automation, Sales Enablement, Software","Singapore, Central Region, Singapore",,,,,,,,,,,,,,
Telescope Analytics,https://trytelescope.io,https://www.linkedin.com/company/trytelescope,,,,,Telescope | AI-Driven Lead Generation Platform,"Artificial Intelligence (AI), Data Mining, Generative AI, Machine Learning, Sales, Sales Automation, Sales Enablement","London, England, United Kingdom",,,,,,,,,,,,,,
Telesqope,https://telesqope.ai,https://www.linkedin.com/company/telesqope/,,,,Video messaging platform for sales. Effortlessly send personalized video messages with Telesqope VideoMerge,Telesqope — Book 10x more meetings with video merges,,,,,,,,,,,,,,,,
Tendex,https://tendex.net,https://www.linkedin.com/company/tendex-net,,,,,Tendex,"B2B, Lead Generation, SaaS, Sales Automation, Software","München, Bayern, Germany",,,,,,,,,,,,,,
Tendril,https://tendril.us,https://www.linkedin.com/company/tendrilllc/,,,,"Skip the wait, get right to talking. Engage with decision makers faster. Simplify all your sales and outbounding strategies with Tendril's Sales Acceleration Platform.",Tendril | Sales Acceleration,"SaaS, Sales Automation, Sales Enablement, Software","Long Beach, California, United States",,,,,,,,,,,,,,
Ting AI,https://tingai.io,https://www.linkedin.com/company/ting-ai,,,,"Ting is your AI sales assistant that auto-generates follow-ups, updates CRM, summarizes calls, and helps reps focus on selling — not admin work",AI-Powered Call Insights for Sales Teams - Ting AI,"Sales, Sales Automation, Sales Enablement","London, England, United Kingdom",,,,,,,,,,,,,,
Tiny Dot,https://www.tinydot.ai,https://www.linkedin.com/company/tiny-dot/,,,,"Tiny Dot helps businesses personalize emails to recipients automatically, improving outreach and engagement. Integrate with leading CRMs like HubSpot, Zoho, and Salesforce.",Tiny Dot | AI-Driven Email Personalization Platform,"Artificial Intelligence (AI), CRM, Data Integration, Data Mining, Direct Sales, Generative AI, Intelligent Systems, Natural Language Processing, Robotic Process Automation (RPA), Software","London, England, United Kingdom",,,,,,,,,,,,,,
Tomba technology web service LLC,https://tomba.io,https://www.linkedin.com/company/tomba-io/,,,,Tomba is the leading solution to find and verify professional email addresses. Start using Tomba and connect with the people that matter for your business.,Find email addresses in seconds | Tomba,"Information Technology, Internet, Lead Generation, Sales, Sales Automation, Software","Saint Georges, Delaware, United States",,,,,,,,,,,,,,
Toolyt,https://www.toolyt.com,https://www.linkedin.com/company/toolyt,,,,Boost efficiency 10x with the Mobile First sales platform. Streamline sales and collaboration with our mobility solution. Try it now!,Mobile Sales Platform: 10x Efficiency with Mobility Solution,"Enterprise Software, Information Technology, Productivity Tools, SaaS, Sales Automation, Software","Bangalore, Karnataka, India",,,,,,,,,,,,,,
Traction Complete,http://www.tractioncomplete.com,https://www.linkedin.com/company/traction-complete/,,,,,Error: Could not fetch,"B2B, CRM, Enterprise Software, Lead Management, Productivity Tools, SaaS, Sales, Sales Automation, Software","Port Moody, British Columbia, Canada",,,,,,,,,,,,,,
Trata AI,https://trata.ai,https://www.linkedin.com/company/trata-ai,,,,"Meet the first AI conversation coach built for dealerships. Whether it's a face-to-face chat on the showroom floor, a service advisor in the bay, or a BDC call on the phone — our AI listens, guides, and helps your team capture more opportunities in real time.",Trata AI - AI Roleplay & Conversation Intelligence for Automotive Teams,"SaaS, Sales Enablement, Software","Dover, Delaware, United States",,,,,,,,,,,,,,
TravPRO Mobile,https://www.travpromobile.com,https://www.linkedin.com/company/travpro-mobile/,,,,"A Revolution in Training, Sales Enablement, and Virtual Events",TravPRO Mobile | Travel Advisor Training & Sales Enablement,"Apps, B2B, Sales Enablement, Training","Morristown, New Jersey, United States",,,,,,,,,,,,,,
Trellus,https://trellus.ai,linkedin.com/company/trytrellus,,,,Trellus is an AI copilot that works where you work. Get an automated autodialer and real-time AI coach directly into your sales platform. Free to try!,"AI Assistant for Salesloft, Outreach, Hubspot, Orum",,,,,,,,,,,,,,,,
Trigify,https://trigify.io,https://www.linkedin.com/company/trigify,,,,Automatically track when your target accounts engage across social media. Turn social signals into sales opportunities by monitoring prospect activities in real-time. Start free trial.,Capture Contact-Based Signals Across Social Media,,,,,,,,,,,,,,,,
Triple Session,https://triplesession.com,https://www.linkedin.com/company/triple-session,,,,"Increase sales productivity and performance with Triple Session's AI sales tools. Automate call feedback, integrate CRM, and gamify sales training.",Triple Session: AI Revenue Enablement Platform,,,,,,,,,,,,,,,,
Unify,https://unifygtm.com,https://www.linkedin.com/company/unifygtm,,,,"Capture intent signals, run AI agents, and engage every prospect with personalized outbound in one system of action.",Unify | Transform growth into a science,,,,,,,,,,,,,,,,
UserMotion,https://usermotion.com,https://www.linkedin.com/company/usermotion,,,,,Error: Could not fetch,"SaaS, Sales Enablement",—,,,,,,,,,,,,,,
Vablet,https://www.vablet.com,https://www.linkedin.com/company/vabletplatform,,,,,Error: Could not fetch,"Direct Sales, Enterprise Software, Sales Automation, Software","Irvine, California, United States",,,,,,,,,,,,,,
Vanillasoft,http://www.vanillasoft.com,https://www.linkedin.com/company/vanillasoft,,,,"VanillaSoft is an all-in-one sales engagement platform with real-time lead management, a compliant auto-dialer, and powerful automation tools. Help your agents have better conversations and close more deals.",VanillaSoft | Lead Management CRM & Integrated Sales Dialer,"CRM, Lead Management, Software","Plano, Texas, United States",,,,,,,,,,,,,,
Venta,https://www.getventa.ai,https://www.linkedin.com/company/ventaai,,,,Venta AI helps sales teams in Germany to perform highly targeted cold outreach with first-class company and contact data. Our AI employee finds companies based on individual criteria and conducts GDPR-compliant outreach.,Venta AI – The AI Sales employee for Germany,"B2B, Lead Generation, SaaS, Sales Automation, Sales Enablement, Software","Munich, Bayern, Germany",,,,,,,,,,,,,,
Vidu,https://vidu.io,https://www.linkedin.com/company/viduhq,,,,You can't access this website from your country,"You can't access this website

          | Vidu",,,,,,,,,,,,,,,,
Vidyard,https://vidyard.com,https://www.linkedin.com/company/vidyard,,,,"Vidyard is an online video platform for business which allows you to increase leads, accelerate your pipeline and delight your customers. Learn more!",Vidyard - Video Tools for Virtual Sales and Marketing Teams,,,,,,,,,,,,,,,,
VisualVisitor,http://www.visualvisitor.com,https://www.linkedin.com/company/visual-visitor,,,,,Client Challenge,"Sales Automation, Software","Roswell, Georgia, United States",,,,,,,,,,,,,,
VivoLead,https://vivolead.com,https://www.linkedin.com/company/vivolead/,,,,,VivoLead,"CRM, Information Technology, Mobile Apps, Retail, Sales Automation, Software","Højbjerg, Syddanmark, Denmark",,,,,,,,,,,,,,
Vivun,https://www.vivun.com,https://www.linkedin.com/company/vivun/,,,,"Vivun’s AI Sales Agent does the strategic sales work AEs don’t have time for, creating briefs, summaries, and more to accelerate every deal without being asked.",AI Sales Agent | Win More Deals with AI,"Artificial Intelligence (AI), B2B, CRM, Enterprise Software, Machine Learning, Sales, Sales Automation, Software","Oakland, California, United States",,,,,,,,,,,,,,
Vizaport,https://vizaport.com,https://www.linkedin.com/company/vizaport,,,,,Error: Could not fetch,"Artificial Intelligence (AI), Lead Generation, Software, Telecommunications","Dublin, California, United States",,,,,,,,,,,,,,
Warmbox,https://warmbox.ai,https://www.linkedin.com/company/warmbox,,,,Warm-up your cold email inbox. And never land in spam anymore. Try Warmbox.ai now and start to warm-up your inbox for cold emailing.,Warm-up your cold email inbox | Discover Warmbox.ai,,,,,,,,,,,,,,,,
Warmer,https://warmer.ai,linkedin.com/company/warmerai,,,,"Warmer enriches your cold outreach with AI-powered personalization at scale. Upload CSV files, automatically scrape social profiles, and generate unique messages for every lead.",Warmer - AI-Powered B2B Sales Enrichment Platform,,,,,,,,,,,,,,,,
Gmass,https://www.gmass.co,https://www.linkedin.com/company/gmass,,,,,,,,,,,,,,,,,,,,,
Wiza,https://wiza.co,https://www.linkedin.com/company/wizainc,,,,"Discover 830M+ contacts with real-time verified emails, mobile numbers, and more. Trusted by 50k+ sales and recruiting professionals. Get started for free.",Wiza | The Most Accurate B2B Contact Database,"Email, Lead Generation, Software","Toronto, Ontario, Canada",,,,,,,,,,,,,,
Wonderway,https://wonderway.io,de.linkedin.com/company/wonderwaysales,,,,"Data-driven sales training platform 100% focused on revenue. Wonderway helps to deliver the right training, to the right person and boost sales efficiency.",Wonderway Data Driven Sales Training Platform,,,,,,,,,,,,,,,,
Woodpecker,https://woodpecker.co,https://www.linkedin.com/company/woodpecker-co/,,,,"Woodpecker is a cold email software that molds to your needs. Whether you’re a salesperson, an agency founder, or an individual cold emailer – Woodpecker’s got everything you need.","Woodpecker: Tools for Cold Email, Sales & Agency Outreach",,,,,,,,,,,,,,,,
XSales Mobility,https://xsalesmobility.com,https://www.linkedin.com/company/xsalesmobility/,,,,XSales® Mobility. Elevate the performance of your sales and field staff with automation and management solutions. One-stop solution for Mobile Sales Execution,XSales® Mobility,"Information Technology, Sales Automation, Software","Pembroke Pines, Florida, United States",,,,,,,,,,,,,,
Zebrafi,https://www.zebrafi.com,https://www.linkedin.com/company/zebrafi,,,,,Error: Could not fetch,"Information Technology, Sales, Sales Automation, Software","Hartland, Wisconsin, United States",,,,,,,,,,,,,,
Zeliq,https://zeliq.com,https://www.linkedin.com/company/zeliq,,,,"ZELIQ converts leads into clients with 450+ million contacts, finds emails and phone numbers of prospects, and automates omnichannel outreach sequences.",Zeliq - The Easiest Sales Prospecting Solution,,,,,,,,,,,,,,,,
ZenCentiv,https://zencentiv.com,https://www.linkedin.com/company/zencentiv/,,,,"Sales Commission Software for companies that want to automate calculations. We help reduce disputes, manage plans, and eliminate guesswork.",ZenCentiv » Sales Commission Software,"Sales, Sales Automation, Sales Enablement","Miami, Florida, United States",,,,,,,,,,,,,,
Zime.ai,https://zime.ai,https://www.linkedin.com/company/zime-ai,,,,"Bridge the strategy execution gap with AI sales enablement. Zime's AI sales coaching platform scales winning behaviors, improves pipeline accountability, and delivers enterprise sales execution that drives revenue growth.",AI Sales Enablement Platform | Close Strategy Execution Gap | Zime,"Generative AI, SaaS, Sales, Sales Enablement, Software","San Jose, California, United States",,,,,,,,,,,,,,
Zintlr,https://zintlr.com,https://www.linkedin.com/company/zintlr,,,,"Generate high-quality B2B leads with Zintlr. Access verified emails, phone numbers, and personality profiles. Get a demo now!","Zintlr | B2B Database, Sales and Business Intelligence",,,,,,,,,,,,,,,,
Zoho CRM,https://www.zoho.com,https://www.linkedin.com/company/zoho/,,,,Zoho CRM is an online Sales CRM software to help manage your customer operations in one CRM platform. Trusted by over 100+ million users worldwide!,Zoho CRM | Top-rated Sales CRM Software by Customers,"CRM, Sales, Business Applications, Software","Chennai, Tamil Nadu, India",,,,,,,,,,,,,,
ZoomInfo,https://zoominfo.com,https://www.linkedin.com/company/zoominfo/,,,,,Error: Could not fetch,Enterprise sales intelligence with deep prospect data,USA,,,,,,,,,,,,,,
boilerroom.ai,https://boilerroom.ai,https://www.linkedin.com/company/boilerroom-ai/,,,,The All-in-One Sales Execution Platform,boilerroom.ai,"Sales, Sales Automation, Sales Enablement",—,,,,,,,,,,,,,,
dealcode AI,https://www.dealcode.ai,https://www.linkedin.com/company/dealcode,,,,"Success through Sales Automation Boost your B2B sales efficiency with Europe's leading Sales AI. Automate lead generation, lead qualification, and personalized outreach with Sales AI Agents.",dealcode AI | Sales Automation powered by AI Agents,"Artificial Intelligence (AI), Lead Generation, Machine Learning, Natural Language Processing, Predictive Analytics, SaaS, Sales Automation, Software","Hamburg, Hamburg, Germany",,,,,,,,,,,,,,
demonstro,https://demonstro.io,https://www.linkedin.com/company/demonstro,,,,Automate your ABS strategy by matching with other B2B sales professionals in your target accounts and connect with your ideal prospect.,demonstro,"Lead Generation, SaaS, Sales, Sales Automation, Software","San Francisco, California, United States",,,,,,,,,,,,,,
ezmotion,https://ezmotion.in,https://www.linkedin.com/company/ezmotion9,,,,"EzMotion is an AI-powered sales copilot that helps businesses refine leads, onboard reps faster, and train sales teams through smart roleplays, real-time analytics, and automation to boost conversions and performance.",Ezmotion,"Artificial Intelligence (AI), B2B, Generative AI, Sales Automation, Sales Enablement","Gurgaon, Haryana, India",,,,,,,,,,,,,,
goyaPhone,https://www.goyaphone.eu,https://www.linkedin.com/company/goyaphone/,,,,"The goyaPhone: a French CRM sales software designed for phone prospecting. More calls, better follow-up, more results. Free Trial",The goyaPhone - The CRM for Telephone Prospecting and Sales,"CRM, Sales, Sales Automation, Software","Reichstett, Alsace, France",,,,,,,,,,,,,,
iDeal CRM,https://idealcrm.app,https://www.linkedin.com/company/ideal-crm,,,,"iDeal Construction CRM. Pipeline Software and Bid Management System. Construction sales teams stay organized and win more work with iDeal Construction CRM. iDeal CRM is a sales, bid, and project management software built for commercial and residential construction companies of all trades, sizes, and types.Manage projects from initial opportunity, through estimating and proposal creation, all","iDeal Construction CRM. Pipeline Software, Bid, & Project Management Software for Construction. - iDeal Sales CRM for Construction","Construction, Contact Management, CRM, Meeting Software, Project Management, SaaS, Sales, Sales Automation, Software","Cumming, Georgia, United States",,,,,,,,,,,,,,
monday.com Sales CRM,https://monday.com,https://www.linkedin.com/company/mondaydotcom/,,,,Collect more leads and enhance their experience with the monday.com sales CRM software. Get full visibility into your sales funnel and automate repetitive work.,Do it faster with monday.com,"CRM, Sales, Project Management, Software","Tel Aviv, Israel",,,,,,,,,,,,,,
noCRM.io,https://www.nocrm.io/,https://www.linkedin.com/company/nocrm,,,,"Fill in less forms, make more calls, close more deals. noCRM is a SaaS Lead Management Software that helps sales team turn prospects into customers. Try for free.",Lead Management Software - Simple Sales CRM | noCRM.io,"CRM, Lead Management, SaaS, Software","Palo Alto, California, United States",,,,,,,,,,,,,,
turian,https://www.turian.ai,https://www.linkedin.com/company/turian/,,,,"Automate your procurement, sales orders, and compliance workflows. Save hundreds of hours processing emails and updating systems with our AI agents.",Your AI Agent for B2B workflow automation | turian,"Apps, Business Process Automation (BPA), Information Technology, Sales Automation, Software, Software Engineering","Berlin, Berlin, Germany",,,,,,,,,,,,,,
Clari,https://www.clari.com/,linkedin.com/company/clari,,,,,,,,,,,,,,,,,,,,,
Salesflare,https://salesflare.com,https://www.linkedin.com/company/salesflare,,,,,,,,,,,,,,,,,,,,,
Mixmax,https://mixmax.com,https://www.linkedin.com/company/mixmax-inc-,,,,,,,,,,,,,,,,,,,,,
Qualified,https://qualified.com,https://www.linkedin.com/company/qualified-com,,,,,,,,,,,,,,,,,,,,,
Chili Piper,https://chilipiper.com,https://www.linkedin.com/company/chili-piper,,,,,,,,,,,,,,,,,,,,,
Showpad,https://showpad.com,https://www.linkedin.com/company/showpad,,,,,,,,,,,,,,,,,,,,,
Mindtickle,https://mindtickle.com,https://www.linkedin.com/company/mindtickle,,,,,,,,,,,,,,,,,,,,,
Brainshark,https://brainshark.com,https://www.linkedin.com/company/brainshark,,,,,,,,,,,,,,,,,,,,,
Ambition,https://ambition.com,https://www.linkedin.com/company/ambition-llc,,,,,,,,,,,,,,,,,,,,,
